,permit_id,issued,cost,lat,lng
237,2017023613,2017-04-11,91757.0,36.152831,-86.78991500000001
238,2017011588,2017-06-14,2936972.0,36.154795,-86.77185300000001
239,2017048339,2017-08-01,245352.0,36.075764,-86.985736
240,2016056985,2017-03-21,113326.0,36.194122,-86.836112
241,2017019429,2017-03-23,282188.0,36.15056,-86.823759
242,2017073902,2017-11-16,8000.0,36.185863,-86.793968
243,2017039940,2017-06-29,226089.0,36.203486,-86.810234
244,2017051840,2017-08-08,235551.0,36.15513,-86.875167
245,2017030031,2017-05-05,80000.0,36.181567,-86.747879
246,2017080451,2017-12-18,157710.0,36.280654,-86.697479
247,2017057022,2017-08-30,6000.0,36.224633000000004,-86.743199
248,2017040507,2017-06-20,11000.0,36.129371,-86.832268
249,2017066380,2017-10-13,2000.0,36.347277000000005,-86.792029
250,2017046812,2017-07-18,24000.0,36.270921,-86.708268
251,2016044106,2017-12-05,17927860.0,36.161034,-86.77561800000001
252,2017044109,2017-09-21,9775000.0,36.161038,-86.781267
253,2016069596,2017-08-28,819505.0,36.180645,-86.78386400000001
254,2017031295,2017-05-11,10.0,36.135467999999996,-86.780526
255,2017008922,2017-02-07,10.0,36.020134999999996,-86.710188
256,2017023263,2017-04-25,9000.0,36.163711,-86.778947
257,2017029700,2017-05-12,74000.0,36.151927,-86.809565
258,2017003302,2017-01-17,2000.0,36.248917999999996,-86.640985
259,2017061394,2017-09-27,168975.0,36.148804,-86.786185
260,2017027220,2017-04-24,50000.0,36.202289,-86.717423
261,2017069259,2017-10-30,2900.0,36.20245,-86.7371
262,2017066340,2017-10-13,3000.0,36.068753,-86.678075
263,2017072841,2017-11-29,33547.0,36.019973,-86.670971
264,2016072997,2017-01-03,21200.0,36.08064,-86.900336
265,2017047238,2017-07-19,10.0,36.093973999999996,-86.688874
266,2017015761,2017-03-08,2000.0,36.132515000000005,-86.795464
267,2017024350,2017-04-25,195898.0,36.076765,-86.98748499999999
268,2017078210,2017-12-07,17001.0,36.117459000000004,-86.842528
269,2017002526,2017-03-02,45000.0,36.153473999999996,-86.788771
270,2017021006,2017-05-12,180000.0,36.166175,-86.83209000000001
271,2017006101,2017-03-13,60000.0,36.090759999999996,-86.791925
272,2017012743,2017-02-23,174833.0,36.209145,-86.764457
273,2017005785,2017-01-25,242873.0,36.181495,-86.82065
274,2017018000,2017-03-16,3000.0,36.148258,-86.66627700000001
275,2017057112,2017-08-31,50.0,36.180903,-86.798114
276,2017001285,2017-01-17,271814.0,36.166114,-86.623688
277,2017030351,2017-11-06,125000.0,36.128622,-86.795001
278,2016058162,2017-04-26,7500.0,36.189355,-86.770616
279,2017035230,2017-05-30,5000.0,36.154182,-86.855693
280,2017032422,2017-05-16,4466.0,36.15925,-86.661573
281,2017046914,2017-11-07,214035.0,36.181403,-86.808181
282,2017064638,2017-10-09,602114.0,36.088406,-86.871544
283,2017059259,2017-09-12,266079.0,36.194681,-86.734004
284,2017007485,2017-02-01,234875.0,36.197044,-86.71364200000001
285,2017062828,2017-10-13,20307.0,35.982083,-86.615593
286,2017059339,2017-09-25,10773.0,36.160657,-86.857021
287,2017015534,2017-06-09,99684.0,36.174418,-86.614317
288,2017059217,2017-10-13,25000.0,36.179576000000004,-86.739305
289,2017056638,2017-08-29,353000.0,36.151953999999996,-86.706492
290,2017000541,2017-01-05,22000.0,36.295217,-86.688519
291,2016071777,2017-01-09,10934.0,36.168248999999996,-86.62258
292,2017052225,2017-08-09,4200.0,36.079023,-86.643957
293,2017047115,2017-07-25,10000.0,36.191174,-86.729986
294,2017023309,2017-04-07,119860.0,36.194154,-86.723253
295,2017074524,2017-11-20,28838.0,36.034239,-86.708892
296,2017021051,2017-03-30,250000.0,36.055001000000004,-86.589996
297,2017073492,2017-12-11,3200.0,36.070609999999995,-86.63474599999999
298,2017051178,2017-08-04,20000.0,36.117486,-86.803446
299,2017028319,2017-04-27,35000.0,36.152318,-86.83834499999999
300,2016070924,2017-01-23,80000.0,36.180645,-86.78386400000001
301,2017034378,2017-05-24,270923.0,36.023432,-86.63985
302,2017010373,2017-05-26,10000.0,36.122188,-86.777241
303,2017001825,2017-01-10,20000.0,36.120195,-86.744843
304,2017054352,2017-08-28,100000.0,36.176473,-86.739738
305,2017003513,2017-01-17,197701.0,36.124356,-86.748345
306,2017075145,2017-11-22,7000.0,36.130621000000005,-86.720568
307,2017061243,2017-09-26,4800.0,36.092934,-86.703002
308,2016042489,2017-02-24,1055458.0,36.133314,-86.754121
309,2017054009,2017-08-21,14000.0,36.114591,-86.895184
310,2016055880,2017-01-05,2584599.0,36.177296999999996,-86.783293
311,2016070493,2017-02-21,80000.0,36.264109999999995,-86.64963399999999
312,2017064864,2017-11-27,1122600.0,36.152753999999995,-86.804507
313,2017045906,2017-10-25,15000.0,36.140844,-86.806779
314,2017066989,2017-10-17,50000.0,36.200043,-86.757731
315,2017027761,2017-04-26,225300.0,36.126829,-86.75165799999999
316,2017001394,2017-01-09,2500.0,36.143915,-86.76351
317,2017011300,2017-02-23,165596.0,36.162178000000004,-86.858458
318,2017024005,2017-04-11,185985.0,36.198910999999995,-86.729137
319,2017003949,2017-03-06,184434.0,36.149679,-86.779389
320,2017036456,2017-06-15,8800.0,36.155840000000005,-86.710918
321,2017014769,2017-03-03,8000.0,36.148446,-86.766456
322,2017030071,2017-05-05,4000.0,36.122084,-86.833621
323,2017021965,2017-05-10,9000.0,36.091822,-86.69704200000001
324,2017013049,2017-02-27,8500.0,36.123259999999995,-86.77797
325,2017035303,2017-05-30,225300.0,36.12696,-86.74494399999999
326,2017040572,2017-07-07,37000.0,36.144302,-86.84463000000001
327,2017029856,2017-05-04,7500.0,36.186994,-86.767199
328,2017001702,2017-01-23,38301.0,36.170028,-86.73795799999999
329,2017040968,2017-06-26,185985.0,36.065104999999996,-86.94018100000001
330,2017061412,2017-10-17,500000.0,36.078542,-86.66020999999999
331,2017024094,2017-04-24,185873.0,36.257238,-86.773331
332,2017019381,2017-03-28,1.0,36.0706,-86.760211
333,2017049002,2017-07-27,34000.0,36.197615,-86.781615
334,2017023264,2017-04-19,,36.097314000000004,-86.863916
335,2017013353,2017-03-03,23750.0,36.040026,-86.663692
336,2017037781,2017-06-08,85000.0,36.208093,-86.730347
337,2017027631,2017-04-26,199954.0,36.167555,-86.798191
338,2017073925,2017-12-01,1000.0,36.243015,-86.63549499999999
339,2017057558,2017-09-01,6959.0,36.129107,-86.639553
340,2017026464,2017-05-01,246816.0,36.05757,-86.602538
341,2017011038,2017-02-16,120000.0,36.171995,-86.737316
342,2017067717,2017-11-02,3400.0,36.185697999999995,-86.80594
343,2017028226,2017-04-27,290524.0,36.145943,-86.783284
344,2017015160,2017-04-04,8932.0,36.133412,-86.77757700000001
345,2017028858,2017-05-16,189365.0,36.04582,-86.618296
346,2017031227,2017-06-27,63588.0,36.135984,-86.791697
347,2017015077,2017-03-06,39442.0,36.22956,-86.736967
348,2017037498,2017-06-19,125605.0,36.161896999999996,-86.858231
349,2017062130,2017-09-25,7500.0,36.109837,-86.787899
350,2017047228,2017-07-19,10.0,36.190765999999996,-86.774778
351,2017053459,2017-12-11,216288.0,36.195456,-86.759268
352,2017046024,2017-07-19,241409.0,36.022155,-86.649459
353,2016073000,2017-01-25,225000.0,36.168409000000004,-86.62286
354,2017027593,2017-05-02,12000.0,36.153185,-86.795633
355,2017025634,2017-06-16,600000.0,36.162036,-86.774916
356,2017074504,2017-11-20,23801.0,36.203576,-86.585246
357,2016062005,2017-01-09,96265.0,36.163306,-86.77985600000001
358,2017007484,2017-02-01,5002.0,36.137433,-86.768001
359,2017004235,2017-01-26,4000.0,36.145645,-86.78332900000001
360,2017005283,2017-02-10,125000.0,36.135642,-86.826157
361,2017059342,2017-09-22,13000.0,36.070426,-86.63454300000001
362,2017021139,2017-06-05,551985.0,36.093044,-86.873761
363,2017079035,2017-12-19,371182.0,36.125139000000004,-86.903758
364,2017056194,2017-08-28,5000.0,36.181345,-86.810413
365,2017028141,2017-04-27,9800.0,36.078435,-86.94480899999999
366,2017034095,2017-05-23,1500.0,36.143169,-86.79114799999999
367,2017043364,2017-06-30,259095.0,36.184090999999995,-86.795635
368,2017031706,2017-05-12,30000.0,36.178002,-86.743434
369,2017077492,2017-12-07,235551.0,36.128651,-86.750065
370,2017067162,2017-10-18,8505.0,36.191084000000004,-86.587867
371,2017007702,2017-03-21,32262.0,36.140627,-86.769504
372,2017067252,2017-10-25,193983.0,36.213017,-86.58587800000001
373,2017024614,2017-04-13,33795.0,36.161955999999996,-86.65486899999999
374,2017054741,2017-08-22,1.0,36.149236,-86.790269
375,2017026286,2017-04-24,130000.0,36.036259,-86.632248
376,2017035250,2017-05-30,40802.0,36.306387,-86.80234499999999
377,2017020291,2017-03-31,190942.0,36.206953000000006,-86.759958
378,2016061681,2017-01-11,10000.0,36.141793,-86.731262
379,2017060570,2017-09-20,228454.0,36.111419,-86.917876
380,2017028805,2017-05-01,5000.0,36.182522,-86.810975
381,2017035608,2017-11-14,3688764.0,36.175553,-86.602972
382,2017034645,2017-05-25,222033.0,36.157585,-86.816668
383,2017070328,2017-11-01,30000.0,36.140913,-86.836225
384,2017023631,2017-04-14,246028.0,36.161964000000005,-86.86046400000001
385,2017036375,2017-06-02,4000.0,36.191479,-86.725853
386,2017072881,2017-11-13,34229.0,36.217040999999995,-86.726585
387,2017075140,2017-11-22,56325.0,36.271605,-86.76743
388,2017070235,2017-11-28,4000000.0,36.149813,-86.690327
389,2017023948,2017-08-10,4000000.0,36.152907,-86.80764599999999
390,2017008339,2017-03-02,12500.0,36.169764,-86.667591
391,2017024734,2017-04-13,40000.0,36.099376,-86.736886
392,2017008995,2017-03-15,48686.0,36.219935,-86.82664799999999
393,2017010954,2017-02-22,238029.0,36.24326,-86.819854
394,2017028856,2017-05-02,5000.0,36.210411,-86.75649399999999
395,2017022405,2017-04-11,220005.0,36.045041999999995,-86.61621099999999
396,2017055625,2017-11-09,608033.0,36.01429,-86.70491899999999
397,201616855,2017-02-15,1000000.0,36.078266,-86.949559
398,2017035713,2017-07-24,166722.0,36.129152000000005,-86.79536999999999
399,2017057010,2017-08-30,24000.0,36.075371999999994,-86.637292
400,2017068063,2017-10-23,5000.0,36.19151,-86.77033399999999
401,2017001769,2017-01-11,176748.0,36.189868,-86.728584
402,200809046,2017-06-05,0.0,36.04545,-86.703599
403,2017011218,2017-02-16,10000.0,36.203477,-86.736855
404,2016070016,2017-02-02,4500.0,36.090602000000004,-86.68701899999999
405,2017076528,2017-12-04,159590.0,36.154317999999996,-86.846902
406,2017028511,2017-05-16,342035.0,36.167997,-86.623085
407,2017031062,2017-05-10,44000.0,36.127648,-86.843689
408,2017038091,2017-06-09,2000.0,36.213549,-86.583637
409,2017006617,2017-01-27,4500.0,36.156617,-86.845136
410,2017069342,2017-10-27,21535.0,36.156419,-86.850975
411,2017059023,2017-09-11,5000.0,36.138919,-86.732783
412,2017007151,2017-01-31,6500.0,36.181979,-86.81071700000001
413,2017080417,2017-12-18,4000.0,36.142336,-86.859491
414,2017015629,2017-03-07,5359.0,36.066986,-86.59423000000001
415,2017009707,2017-02-13,78292.0,36.130095000000004,-86.79991
416,2017042718,2017-07-20,587132.0,36.369611,-86.739837
417,2017053066,2017-08-16,1.0,36.0721,-86.636126
418,2017016647,2017-03-10,220000.0,36.101209000000004,-86.861149
419,201611929,2017-03-01,994073.0,36.17672,-86.784933
420,2017045968,2017-07-18,201869.0,36.030332,-86.69742
421,2017065666,2017-12-07,125000.0,36.164006,-86.796922
422,2016072990,2017-01-03,288835.0,36.1594,-86.856016
423,2017069070,2017-10-26,385038.0,36.148644,-86.843662
424,2017037700,2017-06-08,2000.0,36.069645,-86.60368000000001
425,2017015606,2017-03-10,35000.0,36.280367,-86.72303000000001
426,2017058087,2017-09-14,8000.0,36.180966999999995,-86.790739
427,2017050252,2017-08-01,1000.0,36.196573,-86.77176999999999
428,2017033393,2017-05-19,8500.0,36.141183000000005,-86.745632
429,2017050110,2017-10-24,234537.0,36.188907,-86.75278
430,2017015945,2017-03-31,18000.0,36.117008,-86.797687
431,2017017634,2017-03-15,254814.0,36.200751000000004,-86.74239399999999
432,2017006413,2017-02-23,18000.0,36.087702,-86.60679300000001
433,2017010053,2017-03-08,2000.0,36.294912,-86.70095400000001
434,2017038689,2017-06-27,198377.0,36.182368,-86.809714
435,2017031746,2017-05-12,2000.0,36.232495,-86.718398
436,2017079365,2017-12-13,9000.0,36.132872,-86.752105
437,2017004231,2017-01-26,385038.0,36.145125,-86.78398
438,2016071487,2017-01-17,160977.0,35.989000000000004,-86.665589
439,201618895,2017-01-18,300000.0,36.112295,-86.767022
440,2016071655,2017-01-03,1.0,36.064328,-86.62796999999999
441,2017062726,2017-10-13,389318.0,36.381759,-86.783736
442,2017053684,2017-08-18,5475.0,36.169135,-86.681783
443,2017031009,2017-06-23,380419.0,36.145216,-86.865092
